input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
SharePoint site shows 'access denied' when I try to open a folder the Customer Support team on floor 8 shared with me.,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User receives an access denied error opening a SharePoint folder shared by another team."", ""troubleshooting"": [""Verify user is added to the correct SharePoint group"", ""Confirm folder-level permissions were applied"", ""Have the file owner re-share the folder""], ""escalation"": ""Escalate to Identity & Access Management if group membership does not resolve access.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.
"I can't log into the VPN, it says invalid credentials but my Concur password for Finance systems works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
Nobody on the Legal remote team on floor 5 can connect to VPN this morning.,VPN,High,Escalate to Network Operations; multiple users affected.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""Multiple remote team members in Legal are unable to establish VPN connections."", ""troubleshooting"": [""Check VPN concentrator/gateway status"", ""Confirm license/seat limits have not been reached"", ""Test connection from a different network""], ""escalation"": ""Escalate to Network Operations; multiple users affected.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations; multiple users affected.
"Wi-Fi on floor 8 feels a little slower than usual today, still usable.",Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User on floor 8 reports mildly reduced but usable Wi-Fi speed."", ""troubleshooting"": [""Run a speed test and compare to baseline"", ""Check for nearby network congestion"", ""Restart the wireless adapter""], ""escalation"": ""No escalation needed unless slowdown persists beyond one business day.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.
"My second monitor on floor 1 won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's secondary monitor fails to power on while the primary monitor functions normally."", ""troubleshooting"": [""Check power cable and outlet for the second monitor"", ""Test with a different video cable"", ""Try the monitor on a different port/computer""], ""escalation"": ""Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.
I accidentally deleted an important folder from the Marketing shared drive on floor 13.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
Nobody in Human Resources can send external emails from Outlook this morning.,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire department is unable to send emails to external recipients."", ""troubleshooting"": [""Check for a mail flow rule blocking external send"", ""Verify tenant mail flow status"", ""Test sending from a different department's account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.
The Finance team's shared network drive on floor 10 is unreachable for everyone in the department.,Network / Wi-Fi,High,Escalate to Network Operations; affects multiple users' productivity.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""An entire department cannot reach the shared network drive."", ""troubleshooting"": [""Verify file server is reachable from another department"", ""Check network path/VLAN routing to the file server"", ""Confirm DNS resolves the file server hostname""], ""escalation"": ""Escalate to Network Operations; affects multiple users' productivity.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations; affects multiple users' productivity.
"My laptop drops Wi-Fi for a second when I open the lid near the IT desks on floor 13, but reconnects right away.",Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User's laptop briefly loses Wi-Fi on wake but reconnects automatically."", ""troubleshooting"": [""Update the Wi-Fi adapter driver"", ""Check power-saving settings for the wireless adapter"", ""Test wake behavior after driver update""], ""escalation"": ""No escalation needed; monitor for recurrence.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed; monitor for recurrence.
"I can't log into the VPN, it says invalid credentials but my Workday password for Operations systems works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
The only printer on floor 3 capable of color printing is completely down and the IT team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The floor's sole color printer is down, blocking a time-sensitive client deliverable."", ""troubleshooting"": [""Check printer error display for a specific fault code"", ""Attempt a power cycle of the printer"", ""Identify nearest working color printer as a temporary workaround""], ""escalation"": ""Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.
"I can't log into the VPN, it says invalid credentials but my Concur password for Procurement systems works everywhere else.",VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN login fails despite correct credentials working on other systems."", ""troubleshooting"": [""Confirm account is not locked out"", ""Verify MFA token is current"", ""Re-enter credentials manually instead of using saved password"", ""Check VPN account is enabled for remote access""], ""escalation"": ""Escalate to Identity & Access Management if account lockout is confirmed.""}",True,True,True,True,True,VPN,Medium,Escalate to Identity & Access Management if account lockout is confirmed.
"VPN is connected but none of our internal applications load, this is blocking the whole Customer Support team's work on floor 12.",VPN,High,Escalate to Network Operations due to broad application impact.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""VPN session is active but internal applications are unreachable, blocking Customer Support team productivity."", ""troubleshooting"": [""Verify internal DNS resolution over VPN"", ""Check routing table pushed by VPN gateway"", ""Test access to a known internal application"", ""Confirm firewall rules for VPN subnet""], ""escalation"": ""Escalate to Network Operations due to broad application impact.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations due to broad application impact.
One of the keys on my Surface Laptop keyboard feels sticky in the Marketing office.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User reports a single sticky key on their keyboard."", ""troubleshooting"": [""Clean under the affected key"", ""Test key response after cleaning""], ""escalation"": ""No escalation needed unless cleaning fails to resolve it.""}",True,True,True,True,True,Hardware,Low,No escalation needed unless cleaning fails to resolve it.
"It looks like our entire Procurement shared drive, including payroll files, is now accessible to the whole company. We're on floor 4.",File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.,"{""category"": ""File / Permissions"", ""priority"": ""Critical"", ""summary"": ""A sensitive shared drive, including payroll files, appears to be accessible company-wide due to a permissions error."", ""troubleshooting"": [""Immediately lock down access to the affected shared drive"", ""Restore correct permission groups from the last known-good configuration"", ""Audit access logs to identify who viewed the exposed files""], ""escalation"": ""Escalate to Security / Incident Response immediately as a potential data exposure incident.""}",True,True,True,True,True,File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.
I can't get my Workday email set up on my new work company-issued smartphone.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User is unable to configure work email on a newly issued mobile device."", ""troubleshooting"": [""Verify device is enrolled in MDM"", ""Confirm email profile/config is pushed to the device"", ""Re-enter email credentials manually"", ""Check for an MFA prompt blocking setup""], ""escalation"": ""Escalate to Identity & Access Management if MDM enrollment isn't completing.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.
Concur crashes every time I try to open a specific file for the Sales team.,Software,Medium,Escalate to Desktop Support / Hardware if the crash persists after updating and verifying the file.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""Concur consistently crashes when opening a particular file."", ""troubleshooting"": [""Try opening the file in a different viewer to isolate the issue"", ""Update Concur to the latest version"", ""Check if the file is corrupted by testing another copy""], ""escalation"": ""Escalate to Desktop Support / Hardware if the crash persists after updating and verifying the file.""}",True,True,True,True,True,Software,Medium,Escalate to Desktop Support / Hardware if the crash persists after updating and verifying the file.
Nobody in Finance can send external emails from Outlook this morning.,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire department is unable to send emails to external recipients."", ""troubleshooting"": [""Check for a mail flow rule blocking external send"", ""Verify tenant mail flow status"", ""Test sending from a different department's account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.
SharePoint site shows 'access denied' when I try to open a folder the IT team shared with me.,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User receives an access denied error opening a SharePoint folder shared by the IT team."", ""troubleshooting"": [""Verify user is added to the correct SharePoint group"", ""Confirm folder-level permissions were applied"", ""Have the file owner re-share the folder""], ""escalation"": ""Escalate to Identity & Access Management if group membership does not resolve access.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Identity & Access Management if group membership does not resolve access.
I accidentally deleted an important folder from the Finance shared drive on floor 14.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
"The whole IT team on floor 4 lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
Slack notification sound is a bit quiet on my new headset.,Software,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User finds the Slack notification sound volume too low on their headset."", ""troubleshooting"": [""Check headset volume and equalizer settings"", ""Verify notification app sound settings"", ""Test with a different notification tone""], ""escalation"": ""No escalation needed.""}",True,True,False,True,True,Hardware,Low,No escalation needed.
A batch of 6 work Android phones was reported stolen from a delivery truck before they were assigned to Operations.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""Critical"", ""summary"": ""A batch of unassigned work phones was reported stolen before deployment, posing a potential access risk."", ""troubleshooting"": [""Confirm none of the stolen devices were enrolled in MDM or linked to accounts"", ""Flag the device serial numbers as stolen with the carrier"", ""Update inventory records for the affected devices""], ""escalation"": ""Escalate to Security / Incident Response immediately due to the theft of company assets.""}",True,True,True,True,True,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.
"I can't connect to the floor 14 network printer from my Surface Laptop, it says offline.",Printer,Medium,Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""User's laptop cannot connect to a network printer, which shows as offline."", ""troubleshooting"": [""Verify printer is powered on and connected to the network"", ""Confirm printer IP address hasn't changed"", ""Remove and re-add the printer on the laptop"", ""Ping the printer to confirm network reachability""], ""escalation"": ""Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if the printer remains unreachable after re-adding.
"10 new hires on the Engineering team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Multiple newly onboarded employees in Engineering are unable to log in due to inactive accounts."", ""troubleshooting"": [""Verify account provisioning status for each new hire"", ""Check if onboarding automation ran correctly"", ""Manually activate accounts if provisioning failed""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple new employees' first-day access.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.
The Tableau app on my work tablet logs me out every few hours.,Mobile Device,Medium,Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""A work mobile application repeatedly logs the user out after short intervals."", ""troubleshooting"": [""Update the app to the latest version"", ""Check device date/time settings for accuracy"", ""Reinstall the app if the update doesn't resolve it""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Microsoft 365 / Cloud Services if the repeated logout is tied to a token/sync issue.
I need a license for Jira for the Engineering team but I'm getting a 'no seats available' error.,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""User is unable to activate Jira due to no available license seats."", ""troubleshooting"": [""Check current license seat allocation and usage"", ""Confirm user's request was submitted through the correct process"", ""Identify inactive seats that can be reassigned""], ""escalation"": ""Escalate to Desktop Support / Hardware to procure or reassign a license seat.""}",True,True,True,True,True,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.
OneDrive icon shows a sync pending cloud icon on one Workday file used by Legal that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
